id_hogar,cve_municipio,municipio,edad_receptor,genero_receptor,escolaridad,n_dependientes,tipo_vivienda_actual,antiguedad_recepcion_meses,remesa_mediana_esperada_usd,remesa_total_24m,m_2023_01,m_2023_02,m_2023_03,m_2023_04,m_2023_05,m_2023_06,m_2023_07,m_2023_08,m_2023_09,m_2023_10,m_2023_11,m_2023_12,m_2024_01,m_2024_02,m_2024_03,m_2024_04,m_2024_05,m_2024_06,m_2024_07,m_2024_08,m_2024_09,m_2024_10,m_2024_11,m_2024_12
H002519,14037,El Grullo,46,F,primaria,5,propia,86,383.97,7359.5334,236.7311,474.2568,364.8172,492.7413,393.2297,348.7664,298.4656,344.0255,0.0,299.7015,441.8745,358.1156,371.4932,340.2365,256.5562,373.9544,0.0,420.7132,0.0,416.0569,461.1299,316.0235,350.6444,0.0
H002520,14037,El Grullo,61,F,secundaria,1,propia,179,367.24,8678.0022,269.6528,419.5184,270.3183,346.6132,347.5884,797.6199,320.2279,412.5589,195.0279,264.8663,380.1742,347.3003,278.1361,278.3731,343.7394,206.1322,365.6002,344.7293,491.0443,465.9997,152.5259,300.7837,589.8667,489.6052
H002521,14037,El Grullo,65,F,primaria,5,propia,116,733.66,14552.2543,689.5615,0.0,900.99,436.218,634.5447,812.7308,857.361,0.0,784.704,782.3333,632.9269,1111.275,1028.0744,602.7379,513.4846,635.2452,768.5745,383.909,1062.5337,0.0,548.4296,0.0,604.3303,762.2899
H002522,14037,El Grullo,59,F,primaria,1,propia,44,584.85,14303.7594,600.0909,709.2109,728.9536,411.3823,578.445,603.7777,625.7694,670.4779,570.1594,0.0,723.1139,574.7961,630.2957,619.2435,885.371,578.3667,912.4772,535.5983,632.8656,727.007,414.2153,529.5831,454.9333,587.6256
H002523,14037,El Grullo,34,M,superior,3,propia,120,505.65,10695.268,351.9108,435.0536,488.4073,432.1372,539.753,414.3235,383.8235,353.7385,285.0577,420.8802,560.5262,487.5767,0.0,374.424,881.1716,492.44,436.9849,371.1924,817.4694,332.7212,381.5568,406.9724,473.671,573.476
H002524,14037,El Grullo,47,F,media_superior,2,propia,207,1159.0,25731.8656,962.2925,868.3665,760.0171,1854.3196,0.0,1370.6833,929.182,1054.7911,1558.2826,0.0,1372.3797,1101.5124,1065.6534,1575.6281,995.4865,486.4036,859.1371,1164.7124,1838.7953,1026.9668,1739.7204,595.2237,946.0901,1606.2214
H002525,14037,El Grullo,50,M,sin_estudios,2,rentada,131,496.0,10715.7278,532.4943,233.0471,383.047,441.8092,416.8052,699.9131,486.7733,322.3286,0.0,586.052,334.9758,390.1991,327.5264,617.759,477.6342,240.5502,355.7751,612.6846,430.1715,343.5267,422.9284,672.2881,889.1393,498.2998
H002526,14037,El Grullo,23,F,superior,1,propia,30,253.47,5563.7994,238.1461,205.24,267.1217,179.2229,395.6155,221.8057,179.4564,0.0,293.588,209.7917,374.4054,312.5099,265.6199,186.9189,0.0,237.4224,182.681,291.5029,324.3942,205.4285,295.7327,277.5603,0.0,419.6352
H002527,14037,El Grullo,51,M,primaria,0,propia,62,530.23,11846.0759,542.7857,434.9086,746.5491,498.7618,500.8734,443.8247,533.4962,707.2524,373.2436,374.3862,350.7019,731.3827,484.9912,681.6423,449.9511,343.5395,855.2358,427.7486,632.1713,355.8967,532.777,513.6068,330.3495,0.0
H002528,14037,El Grullo,72,F,primaria,3,propia,102,483.04,11130.458,302.8486,306.0992,393.937,236.3535,448.1182,399.0986,631.9726,526.2884,317.2359,405.1815,860.7375,377.6811,500.5821,329.9018,355.6084,382.2052,759.5659,314.3372,572.6572,686.1399,391.4203,657.7485,585.2006,389.5387
H002529,14037,El Grullo,53,F,primaria,1,propia,59,709.45,17095.6611,436.8451,565.4605,723.738,590.4457,855.2235,565.9251,530.7634,705.3207,722.9119,1059.6105,767.1775,892.8233,521.7147,535.6825,581.7859,694.4247,756.1395,730.7284,653.5742,695.7404,1099.4889,781.3781,796.8072,831.9515
H002530,14037,El Grullo,63,F,superior,0,propia,82,531.45,12938.8746,410.9114,518.8225,528.4262,341.5531,457.6725,955.2221,731.8573,483.416,617.3674,575.8488,838.8857,522.8053,461.933,350.7132,504.8897,220.4877,585.7227,714.3179,853.9089,607.7763,454.8953,424.3265,437.437,339.6782
H002531,14037,El Grullo,47,M,primaria,4,propia,86,404.34,10225.3173,305.5894,235.2863,335.3312,353.2582,454.839,249.3041,357.4426,491.1003,581.0808,402.0078,729.3261,507.4895,335.0482,485.7157,344.3225,275.7716,542.362,473.032,537.1326,541.8699,695.1492,268.3277,344.828,379.7027
H002532,14037,El Grullo,44,F,media_superior,1,propia,30,586.36,15036.8925,672.06,545.5009,817.0968,591.098,595.563,716.866,618.9841,652.8547,676.5636,676.7499,740.4692,608.3703,501.5171,364.4735,773.3333,898.957,352.8002,708.5494,549.2343,551.5977,671.768,590.6644,622.6741,539.1468
H002533,14037,El Grullo,50,F,secundaria,1,propia,145,178.41,4262.909,225.8208,0.0,141.006,183.2534,142.5905,191.3576,282.8869,174.8505,114.2315,160.4947,214.3143,188.1246,178.3715,123.5571,156.2307,199.343,292.3575,159.4163,176.3562,244.6861,176.6691,218.6225,135.865,182.5035
H002534,14037,El Grullo,35,M,secundaria,4,propia,64,471.42,10541.7862,319.6576,239.6741,359.3473,498.8252,566.0829,591.405,535.1806,438.5974,262.2626,342.38,617.0281,376.2193,375.3255,400.4214,310.2238,482.1247,753.8872,469.3588,425.8723,333.1841,414.4992,561.5385,445.2939,423.3969
H002535,14037,El Grullo,33,F,primaria,3,propia,58,491.32,9632.3395,537.163,379.4242,428.2395,0.0,736.4009,470.0562,370.3985,572.6812,424.7191,587.5795,254.8134,507.5254,371.6769,309.1249,340.0885,419.8141,366.5557,205.9364,340.1952,341.1654,472.2028,352.1802,464.869,379.5294
H002536,14037,El Grullo,60,F,primaria,3,propia,32,208.53,4490.3742,213.5153,194.1076,188.7012,201.7976,252.0947,212.5456,0.0,111.5485,170.6538,168.6054,268.6535,190.0172,139.2013,206.2239,131.9406,188.6161,119.2107,168.977,177.9722,317.6097,190.203,163.1561,189.7588,325.2642
H002537,14037,El Grullo,61,F,media_superior,1,rentada,51,401.78,11053.6068,178.8744,420.3343,443.8301,360.1738,374.5493,613.3322,485.0442,294.2113,385.3631,588.4497,445.2615,443.441,223.0241,660.7404,490.7202,629.1619,448.2479,400.0841,325.1167,531.2302,594.2265,554.26,737.2558,426.6739
H002538,14037,El Grullo,33,F,primaria,4,propia,116,282.01,6306.5892,191.2516,253.6155,0.0,242.1928,284.3456,300.6174,318.7092,291.3477,285.883,345.384,334.4353,249.2038,133.8598,173.3838,319.0893,211.1,311.343,277.6222,281.1921,323.4964,381.0768,285.1721,196.5418,315.7262
H002539,14037,El Grullo,57,F,secundaria,1,propia,71,312.11,6306.5671,313.1131,0.0,249.5086,292.0335,276.8168,325.041,254.0659,408.0737,301.9207,186.9892,366.1041,402.7636,251.2151,151.6743,401.9466,214.4897,286.6581,263.9946,199.9787,310.4923,315.6384,0.0,277.7607,256.2882
H002540,14037,El Grullo,44,F,sin_estudios,1,propia,98,575.91,13016.1906,721.3573,507.0992,432.4703,608.0036,654.5381,690.7052,557.7642,476.361,367.1101,500.8538,335.1483,642.8405,292.4698,432.6594,704.9529,497.6092,578.0157,656.7229,654.6368,775.6048,647.454,650.0372,0.0,631.7762
H002541,14037,El Grullo,49,F,media_superior,2,rentada,59,238.75,5688.0772,316.1514,240.7639,313.6416,181.7087,238.937,282.1041,265.8453,0.0,163.0648,192.2182,154.542,263.2197,183.8924,188.0382,193.212,172.905,243.9485,330.8342,369.809,375.9967,198.2699,171.4284,292.8592,354.6872
H002542,14037,El Grullo,51,F,media_superior,2,prestada,64,343.12,8397.1082,315.6353,284.2024,282.094,380.2297,414.9193,373.2606,242.4298,254.5273,318.0582,473.4147,424.1051,311.8629,163.3174,423.4371,488.1124,330.0979,308.8485,313.8839,440.9215,398.8935,288.3447,665.4241,207.2225,293.865
H002543,14037,El Grullo,57,M,secundaria,2,prestada,79,250.45,5702.5935,171.9378,215.4527,345.1104,296.3239,265.4561,169.8293,324.1149,178.2173,212.0929,248.9168,186.9934,200.766,264.4102,320.0584,242.1912,137.8185,277.7194,204.389,272.2049,271.2406,137.3619,226.9425,284.0224,249.0231
H002544,14037,El Grullo,46,M,secundaria,2,prestada,52,420.58,9981.3527,248.0669,425.2363,254.9081,417.9108,0.0,478.2719,384.5631,481.7185,597.6039,523.9866,485.3946,509.9937,206.7635,359.1073,449.8876,458.9155,418.9783,519.4752,310.3233,749.6802,472.1202,326.1963,592.5305,309.7204
H002545,14037,El Grullo,62,F,primaria,3,prestada,75,441.7,9772.1996,360.4375,381.0149,387.0222,395.3296,459.5266,0.0,0.0,439.0061,744.7245,693.8686,337.0581,433.0586,293.2187,341.7624,561.7901,397.5979,389.609,528.2026,0.0,391.5877,629.249,680.4913,613.195,314.449
H002546,14037,El Grullo,49,F,primaria,2,prestada,63,212.81,4439.5652,120.3812,153.517,211.0858,159.1959,132.6928,279.7507,260.1588,177.6804,249.9177,285.2605,100.1445,262.6797,170.1097,84.857,283.576,202.0768,136.0225,239.4186,219.4179,247.6887,114.9314,197.992,151.0094,0.0
H002547,14037,El Grullo,52,F,sin_estudios,4,propia,83,325.9,7708.9898,161.0922,195.7793,506.089,425.1729,442.667,502.4315,184.0492,318.2927,333.5936,295.5679,178.605,431.6575,317.9438,226.4978,412.8181,313.569,400.876,249.4558,341.7554,348.1944,290.1358,151.0592,324.3648,357.3218
H002548,14037,El Grullo,35,M,media_superior,3,rentada,79,349.11,7065.3048,215.2289,344.374,370.7008,365.2314,319.1231,211.6405,208.0359,424.203,241.2878,280.6642,422.7256,190.5395,177.2721,367.0103,353.6531,180.3871,0.0,368.0334,246.99,226.7638,202.6336,454.8113,448.7712,445.2242
H002549,14037,El Grullo,71,F,sin_estudios,2,propia,48,400.48,11083.3758,467.9369,486.3323,253.6109,498.4653,422.6739,700.2382,1057.9394,375.4928,0.0,363.6021,387.0802,438.0803,706.9877,348.2914,348.8793,372.9475,321.0147,244.9768,374.9006,788.92,495.3067,353.4999,420.1167,856.0822
H002550,14037,El Grullo,51,M,sin_estudios,1,prestada,81,582.22,14263.0843,502.279,373.8612,587.0707,652.1096,671.931,892.8713,586.1582,290.6255,637.189,666.0918,608.5845,463.7691,850.5793,352.8189,431.3772,505.0206,877.626,871.374,686.927,751.5252,378.4973,359.2047,493.9836,771.6095
H002551,14037,El Grullo,54,F,sin_estudios,4,propia,138,247.01,5383.063,262.6888,159.5953,183.2315,322.9261,266.7378,134.6104,173.6191,282.8311,166.1507,188.0119,176.9738,326.3317,200.4462,336.9348,215.2261,215.3882,278.2844,205.8555,151.0513,221.1707,188.9303,241.8335,196.1119,288.1217
H002552,14037,El Grullo,26,F,primaria,2,rentada,68,316.28,7283.1976,232.1139,164.1187,260.3518,206.1537,567.7833,320.9452,376.1261,305.3586,516.309,221.9619,237.2473,448.0776,221.0913,211.7322,265.0697,517.3215,588.6471,357.1055,0.0,395.2904,0.0,338.4071,262.2252,269.7603
H002553,14037,El Grullo,35,M,secundaria,3,propia,109,685.33,15718.7448,645.1378,595.314,1042.2937,589.2183,533.4163,446.7959,534.7729,446.1953,914.6213,614.7022,517.6787,806.241,988.2966,504.1908,485.4973,566.0566,405.5484,798.0027,793.7,598.19,469.9897,1408.9099,452.0794,561.8958
H002554,14037,El Grullo,60,F,media_superior,7,propia,103,540.37,12507.7332,0.0,580.1584,510.916,506.5213,660.4409,1386.3678,445.7117,462.0009,498.8876,670.2289,1073.205,534.5348,517.4946,239.0736,544.2494,499.2184,744.2853,464.756,369.0195,574.0316,0.0,433.6999,519.7018,273.2298
H002555,14037,El Grullo,48,F,secundaria,1,rentada,98,246.46,5779.4289,186.0563,326.8548,151.7857,187.0746,299.1502,313.4692,245.0967,231.7165,381.5761,266.5836,170.9825,260.8938,192.7726,180.6889,148.6879,228.1604,298.6285,307.5481,241.751,247.3094,199.2471,332.7512,164.5122,216.1318
H002556,14037,El Grullo,22,F,secundaria,3,propia,219,360.97,7901.3054,231.8611,291.2987,524.4547,236.2896,400.1227,394.8232,265.9282,338.75,264.3479,377.811,329.9494,573.7479,234.6384,286.191,319.6734,498.6994,319.0227,278.1906,281.026,284.0511,290.0028,285.3204,343.1592,251.946
H002557,14037,El Grullo,57,F,secundaria,2,prestada,77,458.13,10543.9961,441.5683,386.677,728.819,487.4256,520.9022,827.3296,508.838,427.1391,338.2244,713.1569,322.4637,335.0466,267.1618,306.3133,458.5578,393.5241,545.8694,333.0476,346.7746,475.9107,328.9257,312.0964,276.6924,461.5318
H002558,14037,El Grullo,38,F,secundaria,4,propia,57,566.46,13830.2192,451.744,456.5566,800.1832,574.2424,578.5381,842.3992,737.3584,454.0169,689.6057,968.6585,903.0859,771.0697,516.5732,514.3758,858.6542,354.8325,0.0,589.2282,422.4124,397.5903,327.1528,679.3631,942.5781,0.0
H002559,14037,El Grullo,62,M,media_superior,2,propia,58,438.73,10691.0913,277.8565,521.646,448.2665,588.1873,336.4374,531.9662,730.8378,320.1123,380.4841,0.0,517.377,649.1104,292.2643,761.7061,440.8255,344.5278,681.2906,457.6595,0.0,371.5463,774.8985,333.0041,577.8062,353.2808
H002560,14037,El Grullo,44,F,media_superior,2,prestada,80,456.85,10116.2629,309.6552,371.9082,517.5831,261.5057,0.0,618.6741,603.392,416.6012,308.295,494.5575,552.196,492.4014,561.6245,351.9577,306.628,355.9097,466.7543,372.0303,383.4712,601.6524,342.958,313.8902,548.3888,564.2282
H002561,14037,El Grullo,47,F,media_superior,3,propia,160,461.78,10621.1732,277.141,473.9539,327.4625,346.4084,340.9968,404.0925,532.7842,496.3654,346.5177,496.0818,488.8779,624.6636,417.5777,478.1836,465.1209,337.2438,494.5207,660.5459,655.0525,214.9226,529.2394,405.8736,491.5424,316.0042
H002562,14037,El Grullo,59,F,media_superior,2,propia,51,387.71,8636.961,278.0764,201.8833,337.4562,429.8984,451.1965,728.7544,325.8724,297.5031,554.9247,238.0431,388.3191,459.2174,160.1304,234.7539,256.6356,459.332,327.8811,359.5838,236.0456,303.5398,292.9599,369.5394,335.3945,610.0201
H002563,14037,El Grullo,34,F,media_superior,0,propia,56,186.39,4404.0822,185.8252,92.2686,248.3238,223.8835,194.1903,249.2207,259.3834,160.4902,124.1501,223.5632,138.8366,205.8351,111.8362,206.8774,147.3909,162.5269,175.5731,123.1256,250.1818,269.914,170.282,151.5484,164.6798,164.1755
H002564,14037,El Grullo,33,M,secundaria,4,rentada,24,303.02,6894.0767,244.9462,230.5896,229.4455,391.8441,290.5997,534.8457,305.4679,267.1922,265.7879,276.4486,0.0,330.6947,177.3897,187.226,376.5353,326.7605,194.887,353.6581,379.1551,324.0532,177.6739,207.9539,282.8327,538.0893
H002565,14037,El Grullo,43,F,secundaria,3,propia,65,663.04,14513.7836,460.6787,660.4528,542.3838,1013.1306,685.4047,464.9706,510.232,506.0952,653.7409,549.1987,542.572,1199.7088,454.2327,582.2981,604.7938,606.269,823.5239,348.1565,677.4959,589.5808,665.1983,634.7086,0.0,738.9573
H002566,14037,El Grullo,55,F,media_superior,3,propia,36,560.04,12982.6362,387.7681,831.9859,417.283,792.6759,397.2732,518.9227,599.8497,422.9191,397.6809,524.0528,689.4045,586.2296,794.8431,551.2127,483.9313,235.5819,362.7591,518.6514,345.8654,525.5616,569.8016,522.2459,489.4191,1016.7177
H002567,14037,El Grullo,29,F,primaria,4,propia,50,377.42,9037.626,313.1162,302.253,278.5665,349.7905,334.9167,641.2342,436.132,568.6891,382.3289,552.8752,266.2528,414.9988,237.9599,276.621,377.5731,264.3565,250.9181,504.3409,225.3023,615.5424,283.0535,452.9132,429.1089,278.7823
H002568,14037,El Grullo,25,M,primaria,4,propia,33,340.59,8483.6825,317.2415,298.6927,405.1181,450.6508,441.6609,264.2467,319.9586,265.5442,274.0641,399.3989,384.9698,412.891,301.5938,323.2345,294.5283,469.7732,423.176,338.8748,463.473,290.7454,0.0,450.0782,225.4178,668.3502
H002569,14037,El Grullo,55,M,superior,2,propia,73,272.16,6311.458,186.3148,198.7197,270.5557,313.7397,355.2024,423.0988,261.148,297.7603,165.102,201.9645,250.7454,308.9213,0.0,264.7106,264.5182,235.7184,562.2825,252.2068,358.1838,184.2117,268.8898,226.878,460.5856,0.0
H002570,14037,El Grullo,38,F,secundaria,3,prestada,142,257.55,6485.8145,207.6921,168.6486,196.3688,233.6397,292.5525,351.7121,212.4414,214.7161,357.8794,417.8642,237.7846,301.7403,342.15,467.3843,287.8269,298.0578,273.4777,166.9722,278.7681,382.5056,196.7317,151.8435,289.8945,157.1625
H002571,14037,El Grullo,40,F,sin_estudios,0,propia,70,582.08,12605.0033,298.5746,0.0,319.5211,736.5223,619.062,1065.8126,706.0766,1058.669,459.1064,657.8896,378.9573,548.3093,721.7361,479.6505,536.9237,536.4809,620.0176,608.0438,841.6673,467.7535,0.0,0.0,422.5191,521.7101
H002572,14037,El Grullo,23,M,secundaria,6,prestada,59,329.56,9088.0187,335.8498,215.7633,735.251,494.2953,354.4941,390.6698,403.9942,385.7401,322.9497,751.1701,252.5821,300.6038,273.9655,332.108,587.8813,305.5777,398.8522,369.4731,314.4837,471.2035,356.1129,447.6542,0.0,287.3434
H002573,14037,El Grullo,37,M,primaria,0,rentada,90,434.02,10379.6809,319.3416,395.1243,595.4904,745.1076,466.593,750.8464,509.9765,354.2056,428.255,552.7771,0.0,385.2669,318.1348,328.0105,404.7468,440.3922,771.5108,383.9754,262.2289,261.3564,525.6305,375.8152,444.5645,360.3304
H002574,14037,El Grullo,45,F,primaria,0,prestada,46,1122.2,25683.924,874.3194,850.625,906.5153,1496.5584,1683.4061,1355.5862,1999.1648,757.3691,1005.0962,0.0,1307.8624,792.0496,1110.8626,612.6534,0.0,1461.1932,822.0128,1008.6678,1556.0324,1676.8135,703.2163,1273.6499,1286.6279,1143.6418
H002575,14037,El Grullo,56,M,secundaria,3,propia,75,397.77,9336.5583,493.4212,282.4954,348.0207,304.082,436.5737,368.0222,502.3954,356.6868,361.0186,435.345,299.6142,556.397,402.1074,408.1281,295.9419,590.0851,239.62,502.7767,0.0,488.2489,361.5858,421.1176,469.8421,413.0325
H002576,14037,El Grullo,36,F,secundaria,2,rentada,72,270.73,6671.2275,238.565,246.8108,517.9374,159.7384,411.2358,314.7065,296.3424,188.1524,367.8653,200.5188,401.3244,239.7537,345.0937,186.3522,206.7738,248.0395,225.8921,256.8889,441.1354,232.1384,275.7844,0.0,279.1076,391.0707
H002577,14037,El Grullo,65,F,secundaria,3,propia,28,563.59,13476.5688,548.5046,640.0521,554.6616,629.9206,993.9029,520.0026,632.7394,465.709,739.3999,356.1608,0.0,785.7605,0.0,282.0604,450.9799,434.1723,927.2822,722.2755,726.8326,395.6726,545.5701,917.5702,703.9583,503.3807
H002578,14037,El Grullo,37,F,sin_estudios,2,propia,139,616.81,16009.4664,641.3679,357.9253,480.8284,333.9752,618.3116,754.4723,461.028,604.8385,466.0157,534.5128,435.5444,920.4825,415.6705,484.942,529.99,636.7193,1327.3927,1419.2977,573.7007,702.4862,791.0001,919.6521,714.0633,885.2492
H002579,14037,El Grullo,37,F,secundaria,0,propia,49,158.52,3654.8176,147.807,111.552,219.622,155.5,181.3302,108.2608,125.5736,142.7986,179.0841,0.0,191.504,155.9244,98.0174,193.6069,174.6918,58.3603,223.227,179.8326,83.7311,191.8609,157.2236,111.1411,277.1101,187.0579
H002580,14037,El Grullo,63,F,sin_estudios,1,rentada,48,666.18,14369.1465,477.3674,448.0347,0.0,598.6368,817.6433,630.841,585.3458,703.1542,566.5918,663.837,959.5367,599.1975,522.3774,443.9655,910.6717,376.3445,533.1211,822.3978,623.1919,857.2418,599.7928,555.7319,608.2022,465.9217
H002581,14037,El Grullo,48,F,secundaria,3,rentada,82,253.23,5590.7761,161.7098,276.0368,231.9493,232.8403,268.2388,159.9711,156.6726,281.2717,213.9074,241.2193,287.0849,196.6774,174.4842,190.4009,276.2461,211.3902,214.7593,416.7908,250.5017,304.7554,141.8649,176.3007,284.6023,241.1003
H002582,14037,El Grullo,38,M,secundaria,1,propia,146,785.38,17589.2648,570.5912,495.4691,1033.1426,882.8935,786.8388,845.101,702.1069,638.05,642.6457,998.8526,661.946,816.2016,563.3987,862.9585,641.2972,0.0,677.781,664.6695,1382.615,570.2515,740.2004,1074.0493,472.4464,865.7582
H002583,14037,El Grullo,43,M,primaria,3,prestada,30,674.57,14765.4845,349.3916,568.5996,1211.8748,0.0,673.7768,590.9224,490.6918,427.4927,887.5125,726.446,369.903,522.8686,467.2567,354.6577,684.0272,674.442,739.356,1222.2008,500.3635,583.025,550.6357,880.9466,794.4751,494.6183
H002584,14037,El Grullo,61,F,superior,2,prestada,213,402.84,10796.735,501.0455,257.323,511.5237,471.7414,462.3727,366.1229,359.4957,460.735,447.9918,504.1497,469.5635,455.1861,0.0,281.6563,403.1018,317.2193,842.9301,504.7345,530.3124,456.0378,377.5454,896.5942,544.6904,374.6616
H002585,14037,El Grullo,63,F,secundaria,0,rentada,132,259.78,4735.3462,195.1744,231.2155,219.0401,217.6125,169.8138,128.736,0.0,222.3403,0.0,269.3842,301.5714,333.3692,0.0,256.4529,237.3067,349.3252,251.7442,0.0,161.6195,377.992,190.5351,172.4664,167.8943,281.7523
H002586,14037,El Grullo,35,M,primaria,3,rentada,30,623.05,14319.9288,991.8779,490.4946,595.7621,724.2481,537.3191,596.946,549.9091,1102.2876,607.0131,788.7398,478.3803,455.737,616.1147,559.5852,833.1407,445.5173,619.2375,427.3289,526.8541,404.7738,546.1381,929.4514,0.0,493.0725
H002587,14037,El Grullo,44,F,primaria,3,propia,76,458.93,9596.8365,355.596,362.5638,568.5816,290.7571,224.7252,468.0929,737.0484,430.5166,491.208,455.5855,540.5639,430.1444,365.4687,619.0237,634.5628,347.4973,385.4801,385.6947,322.6029,387.5176,421.9786,371.6263,0.0,0.0
H002588,14037,El Grullo,46,F,primaria,6,propia,31,268.25,5911.4265,154.3863,271.4448,463.191,0.0,214.4388,193.6935,234.9104,386.3481,297.2575,189.5802,282.3494,417.6891,308.7332,330.585,0.0,170.791,216.1351,447.513,237.3468,152.6544,0.0,372.314,247.9364,322.1283
H002589,14037,El Grullo,33,M,sin_estudios,3,propia,28,481.04,9380.3165,306.9675,350.0218,279.5319,325.6194,748.9772,0.0,419.7597,408.407,545.7656,261.3137,363.83,413.5801,440.905,399.9995,292.3615,0.0,391.0067,551.775,437.5249,798.1261,377.1974,413.7587,389.4011,464.4867
H002590,14037,El Grullo,44,F,superior,3,propia,94,228.64,4009.4638,238.2161,167.4496,201.1884,235.5419,176.8558,275.455,200.0655,0.0,126.9725,168.117,203.639,0.0,171.1664,123.4785,212.3323,134.4467,0.0,314.7624,214.8451,256.9879,328.6283,0.0,0.0,259.3155
H002591,14037,El Grullo,45,F,secundaria,3,prestada,44,428.76,9511.009,279.8256,339.4468,336.6205,471.3982,581.1326,284.5754,320.7093,379.622,318.4748,402.7669,446.9863,632.8931,297.8541,301.0699,468.0004,387.9112,274.3219,329.893,374.3911,529.3233,559.8911,315.6274,320.0962,558.1777
H002592,14037,El Grullo,59,M,media_superior,1,propia,104,432.47,9527.2743,303.8572,395.9815,399.4847,400.2855,386.5217,593.8718,264.9916,377.754,550.012,407.8952,390.8338,577.5331,397.484,455.5447,598.4308,258.7345,380.3448,334.7541,457.6776,573.3286,194.5397,271.5271,218.9364,336.9497
H002593,14037,El Grullo,59,F,secundaria,3,propia,70,471.17,11166.0639,379.7136,617.3799,309.5836,860.845,547.0852,542.1012,553.5548,300.8963,367.4751,345.1772,524.2077,358.7682,349.8321,0.0,687.8181,354.9512,338.1859,527.4208,439.0613,685.8588,477.0015,503.7253,560.3013,535.1197
