id_hogar,cve_municipio,municipio,edad_receptor,genero_receptor,escolaridad,n_dependientes,tipo_vivienda_actual,antiguedad_recepcion_meses,remesa_mediana_esperada_usd
H003523,14039,Guadalajara,38,F,primaria,2,propia,123,660.3
H003524,14039,Guadalajara,22,M,primaria,3,propia,32,626.26
H003525,14039,Guadalajara,49,F,superior,0,rentada,50,417.29
H003526,14039,Guadalajara,47,F,primaria,3,rentada,61,667.98
H003527,14039,Guadalajara,52,F,secundaria,5,propia,162,530.76
H003528,14039,Guadalajara,29,F,primaria,0,rentada,111,543.91
H003529,14039,Guadalajara,53,M,secundaria,2,propia,39,440.12
H003530,14039,Guadalajara,70,M,primaria,2,rentada,39,534.73
H003531,14039,Guadalajara,46,F,media_superior,1,propia,63,239.46
H003532,14039,Guadalajara,44,F,secundaria,5,propia,59,328.42
H003533,14039,Guadalajara,49,M,secundaria,3,propia,31,197.32
H003534,14039,Guadalajara,69,M,primaria,1,prestada,32,223.09
H003535,14039,Guadalajara,33,F,secundaria,4,propia,49,667.66
H003536,14039,Guadalajara,47,F,media_superior,1,propia,70,459.45
H003537,14039,Guadalajara,35,F,superior,4,propia,30,304.32
H003538,14039,Guadalajara,38,M,media_superior,3,rentada,109,246.34
H003539,14039,Guadalajara,44,F,secundaria,2,propia,35,204.29
H003540,14039,Guadalajara,61,M,media_superior,3,propia,139,220.39
H003541,14039,Guadalajara,67,F,secundaria,2,propia,67,287.29
H003542,14039,Guadalajara,50,F,secundaria,3,propia,44,105.88
H003543,14039,Guadalajara,40,F,secundaria,2,propia,44,570.52
H003544,14039,Guadalajara,75,M,primaria,2,propia,57,437.39
H003545,14039,Guadalajara,40,F,secundaria,2,propia,59,458.63
H003546,14039,Guadalajara,38,M,media_superior,3,propia,86,505.77
H003547,14039,Guadalajara,24,F,primaria,3,prestada,43,374.34
H003548,14039,Guadalajara,62,M,media_superior,2,propia,87,418.71
H003549,14039,Guadalajara,57,M,primaria,1,propia,30,372.57
H003550,14039,Guadalajara,74,M,secundaria,2,propia,115,730.6
H003551,14039,Guadalajara,28,F,media_superior,3,rentada,116,252.75
H003552,14039,Guadalajara,62,M,sin_estudios,5,propia,72,551.93
H003553,14039,Guadalajara,46,F,primaria,1,propia,98,233.74
H003554,14039,Guadalajara,55,F,secundaria,2,prestada,47,224.74
H003555,14039,Guadalajara,25,M,primaria,2,propia,51,195.45
H003556,14039,Guadalajara,63,M,primaria,6,prestada,49,159.37
H003557,14039,Guadalajara,54,F,media_superior,3,propia,143,425.53
H003558,14039,Guadalajara,45,M,sin_estudios,1,propia,66,238.6
H003559,14039,Guadalajara,53,F,secundaria,4,rentada,34,439.43
H003560,14039,Guadalajara,36,M,sin_estudios,1,propia,55,792.45
H003561,14039,Guadalajara,38,M,primaria,3,propia,41,308.8
H003562,14039,Guadalajara,39,M,primaria,2,rentada,65,447.78
H003563,14039,Guadalajara,23,M,superior,3,rentada,52,604.22
H003564,14039,Guadalajara,55,M,secundaria,2,propia,27,432.72
H003565,14039,Guadalajara,59,F,primaria,1,rentada,45,401.83
H003566,14039,Guadalajara,37,F,secundaria,3,propia,152,178.18
H003567,14039,Guadalajara,49,F,secundaria,2,propia,77,401.04
H003568,14039,Guadalajara,42,M,secundaria,2,propia,179,500.2
H003569,14039,Guadalajara,49,F,primaria,4,prestada,118,858.23
H003570,14039,Guadalajara,37,M,primaria,3,propia,59,322.26
H003571,14039,Guadalajara,34,F,secundaria,1,prestada,51,658.69
H003572,14039,Guadalajara,58,M,secundaria,2,propia,94,287.42
H003573,14039,Guadalajara,44,F,media_superior,4,propia,172,578.22
H003574,14039,Guadalajara,69,M,secundaria,0,rentada,99,261.28
H003575,14039,Guadalajara,46,M,media_superior,3,propia,68,401.97
H003576,14039,Guadalajara,34,F,secundaria,1,propia,140,283.13
H003577,14039,Guadalajara,60,M,secundaria,2,propia,68,381.34
H003578,14039,Guadalajara,53,F,secundaria,0,propia,64,380.84
H003579,14039,Guadalajara,54,M,primaria,4,propia,94,396.18
H003580,14039,Guadalajara,59,M,superior,4,propia,38,265.79
H003581,14039,Guadalajara,37,F,primaria,3,propia,67,371.96
H003582,14039,Guadalajara,43,F,secundaria,1,rentada,53,443.4
H003583,14039,Guadalajara,43,F,secundaria,2,propia,108,328.0
H003584,14039,Guadalajara,30,F,media_superior,4,prestada,129,256.99
H003585,14039,Guadalajara,42,M,primaria,2,propia,37,271.15
H003586,14039,Guadalajara,61,F,superior,2,propia,48,593.47
H003587,14039,Guadalajara,48,M,primaria,1,propia,73,381.38
H003588,14039,Guadalajara,29,M,primaria,3,propia,36,712.4
H003589,14039,Guadalajara,26,M,media_superior,0,propia,59,340.7
H003590,14039,Guadalajara,65,F,primaria,3,propia,55,355.3
H003591,14039,Guadalajara,44,F,secundaria,3,rentada,95,483.76
H003592,14039,Guadalajara,37,M,secundaria,1,propia,113,487.45
H003593,14039,Guadalajara,42,M,superior,1,prestada,69,693.66
H003594,14039,Guadalajara,27,M,media_superior,3,prestada,79,143.55
H003595,14039,Guadalajara,62,F,primaria,0,propia,38,470.67
H003596,14039,Guadalajara,40,F,media_superior,0,propia,55,235.3
H003597,14039,Guadalajara,61,M,primaria,2,rentada,96,359.3
H003598,14039,Guadalajara,46,M,secundaria,2,propia,29,230.41
H003599,14039,Guadalajara,62,F,media_superior,1,propia,195,418.16
H003600,14039,Guadalajara,48,M,media_superior,1,propia,49,234.93
H003601,14039,Guadalajara,55,F,secundaria,2,prestada,164,161.35
H003602,14039,Guadalajara,54,F,media_superior,1,propia,57,225.45
H003603,14039,Guadalajara,52,F,secundaria,1,propia,211,633.86
H003604,14039,Guadalajara,49,F,superior,0,rentada,142,512.77
H003605,14039,Guadalajara,42,F,primaria,1,rentada,37,671.42
H003606,14039,Guadalajara,68,F,primaria,0,propia,65,157.03
H003607,14039,Guadalajara,34,F,media_superior,3,propia,30,845.1
H003608,14039,Guadalajara,45,F,primaria,2,prestada,95,1109.0
H003609,14039,Guadalajara,45,F,secundaria,4,propia,128,237.0
H003610,14039,Guadalajara,50,F,media_superior,5,propia,224,449.24
H003611,14039,Guadalajara,40,M,secundaria,4,prestada,157,286.31
H003612,14039,Guadalajara,49,M,primaria,1,prestada,81,538.39
H003613,14039,Guadalajara,43,F,primaria,1,propia,77,796.49
H003614,14039,Guadalajara,26,F,primaria,1,propia,50,244.13
H003615,14039,Guadalajara,45,M,primaria,1,propia,215,210.04
H003616,14039,Guadalajara,32,M,primaria,4,rentada,33,337.73
H003617,14039,Guadalajara,24,M,media_superior,0,prestada,29,1950.58
H003618,14039,Guadalajara,47,M,primaria,3,propia,28,554.63
H003619,14039,Guadalajara,51,F,media_superior,4,prestada,127,475.8
H003620,14039,Guadalajara,51,M,superior,2,propia,118,603.29
H003621,14039,Guadalajara,52,F,primaria,4,propia,82,642.46
H003622,14039,Guadalajara,22,M,superior,3,propia,75,441.8
H003623,14039,Guadalajara,29,M,primaria,5,prestada,26,371.07
H003624,14039,Guadalajara,69,M,secundaria,3,propia,73,292.93
H003625,14039,Guadalajara,32,F,superior,2,prestada,142,419.37
H003626,14039,Guadalajara,52,F,media_superior,0,rentada,28,635.94
H003627,14039,Guadalajara,37,F,primaria,2,prestada,26,618.99
H003628,14039,Guadalajara,46,F,primaria,4,propia,75,296.69
H003629,14039,Guadalajara,37,M,primaria,4,propia,103,360.98
H003630,14039,Guadalajara,52,M,superior,5,propia,106,221.81
H003631,14039,Guadalajara,47,F,primaria,1,propia,140,616.41
H003632,14039,Guadalajara,40,M,secundaria,0,rentada,67,479.87
H003633,14039,Guadalajara,32,F,primaria,1,propia,86,335.88
H003634,14039,Guadalajara,48,F,primaria,1,propia,138,314.38
H003635,14039,Guadalajara,30,F,secundaria,0,propia,39,245.63
H003636,14039,Guadalajara,50,F,primaria,2,propia,55,394.35
H003637,14039,Guadalajara,77,M,secundaria,2,propia,49,744.99
H003638,14039,Guadalajara,61,M,secundaria,1,propia,184,267.19
H003639,14039,Guadalajara,54,M,secundaria,5,propia,44,204.6
H003640,14039,Guadalajara,44,F,secundaria,1,propia,29,400.92
H003641,14039,Guadalajara,22,M,primaria,4,rentada,237,647.14
H003642,14039,Guadalajara,29,F,media_superior,3,propia,92,585.33
H003643,14039,Guadalajara,60,F,secundaria,3,rentada,84,657.0
H003644,14039,Guadalajara,36,F,secundaria,1,rentada,67,301.25
H003645,14039,Guadalajara,37,M,primaria,3,propia,37,566.57
H003646,14039,Guadalajara,43,M,sin_estudios,1,propia,50,449.42
H003647,14039,Guadalajara,32,F,media_superior,3,propia,192,337.65
H003648,14039,Guadalajara,30,M,media_superior,0,propia,37,385.02
H003649,14039,Guadalajara,44,F,primaria,0,rentada,156,549.66
H003650,14039,Guadalajara,34,F,primaria,1,propia,77,491.61
H003651,14039,Guadalajara,36,M,primaria,1,prestada,77,486.62
H003652,14039,Guadalajara,36,M,media_superior,1,prestada,81,514.22
H003653,14039,Guadalajara,51,M,primaria,4,propia,57,316.63
H003654,14039,Guadalajara,42,M,superior,2,rentada,62,209.34
H003655,14039,Guadalajara,43,F,sin_estudios,4,propia,45,278.42
H003656,14039,Guadalajara,52,M,superior,1,propia,72,565.48
H003657,14039,Guadalajara,43,M,sin_estudios,0,propia,33,200.16
H003658,14039,Guadalajara,42,F,primaria,6,propia,29,381.78
H003659,14039,Guadalajara,51,F,primaria,6,prestada,64,406.53
H003660,14039,Guadalajara,53,F,primaria,0,prestada,45,526.87
H003661,14039,Guadalajara,43,M,superior,2,propia,47,214.18
H003662,14039,Guadalajara,46,M,secundaria,5,rentada,26,137.9
H003663,14039,Guadalajara,36,M,primaria,4,prestada,58,293.99
H003664,14039,Guadalajara,35,F,superior,7,rentada,94,489.16
H003665,14039,Guadalajara,54,F,primaria,4,rentada,73,710.19
H003666,14039,Guadalajara,50,F,sin_estudios,5,propia,46,281.23
H003667,14039,Guadalajara,50,F,sin_estudios,1,rentada,33,260.5
H003668,14039,Guadalajara,48,F,secundaria,3,propia,36,424.39
H003669,14039,Guadalajara,46,F,superior,4,propia,108,971.38
H003670,14039,Guadalajara,53,F,sin_estudios,1,propia,105,467.9
H003671,14039,Guadalajara,56,F,media_superior,1,prestada,75,483.68
H003672,14039,Guadalajara,56,M,primaria,1,propia,47,917.28
H003673,14039,Guadalajara,44,F,primaria,4,propia,149,578.24
H003674,14039,Guadalajara,62,F,media_superior,0,propia,93,409.68
H003675,14039,Guadalajara,48,F,media_superior,0,propia,182,229.41
H003676,14039,Guadalajara,53,M,secundaria,3,prestada,54,392.67
H003677,14039,Guadalajara,48,M,primaria,1,propia,116,526.11
H003678,14039,Guadalajara,48,F,sin_estudios,4,propia,83,237.83
H003679,14039,Guadalajara,36,M,media_superior,1,prestada,24,578.56
H003680,14039,Guadalajara,53,M,secundaria,3,prestada,43,361.41
H003681,14039,Guadalajara,79,M,secundaria,1,prestada,35,345.51
H003682,14039,Guadalajara,41,F,primaria,1,rentada,66,249.95
H003683,14039,Guadalajara,46,F,media_superior,1,propia,63,445.08
H003684,14039,Guadalajara,40,F,sin_estudios,2,rentada,38,516.73
H003685,14039,Guadalajara,39,F,secundaria,1,propia,50,234.72
H003686,14039,Guadalajara,64,F,media_superior,2,propia,65,479.42
H003687,14039,Guadalajara,37,F,primaria,4,propia,96,568.64
H003688,14039,Guadalajara,39,F,secundaria,3,prestada,39,554.92
H003689,14039,Guadalajara,26,F,secundaria,2,propia,54,421.4
H003690,14039,Guadalajara,36,F,secundaria,2,prestada,25,328.68
H003691,14039,Guadalajara,24,F,superior,3,rentada,26,337.52
H003692,14039,Guadalajara,53,F,secundaria,1,propia,132,203.0
H003693,14039,Guadalajara,79,F,sin_estudios,5,propia,175,286.31
H003694,14039,Guadalajara,41,M,primaria,2,propia,69,333.14
H003695,14039,Guadalajara,25,F,secundaria,4,propia,48,264.12
H003696,14039,Guadalajara,56,F,primaria,4,propia,43,405.87
H003697,14039,Guadalajara,36,F,media_superior,4,propia,141,743.53
H003698,14039,Guadalajara,61,F,primaria,5,propia,63,805.78
H003699,14039,Guadalajara,42,F,primaria,1,propia,32,292.04
H003700,14039,Guadalajara,37,F,primaria,1,propia,54,839.22
H003701,14039,Guadalajara,43,F,media_superior,3,prestada,139,632.17
H003702,14039,Guadalajara,54,M,media_superior,2,propia,47,277.71
H003703,14039,Guadalajara,42,M,secundaria,0,prestada,34,475.36
H003704,14039,Guadalajara,39,F,primaria,5,rentada,48,376.16
H003705,14039,Guadalajara,43,F,superior,2,propia,48,150.3
H003706,14039,Guadalajara,30,M,superior,3,rentada,164,213.71
H003707,14039,Guadalajara,50,F,primaria,4,propia,126,522.68
H003708,14039,Guadalajara,24,M,media_superior,5,propia,39,188.83
H003709,14039,Guadalajara,40,F,superior,3,propia,47,855.09
H003710,14039,Guadalajara,54,F,primaria,1,propia,93,596.18
H003711,14039,Guadalajara,49,F,primaria,1,propia,58,516.61
H003712,14039,Guadalajara,52,M,secundaria,2,propia,79,188.41
H003713,14039,Guadalajara,44,M,secundaria,1,prestada,93,608.36
H003714,14039,Guadalajara,59,M,media_superior,4,rentada,178,585.46
H003715,14039,Guadalajara,56,F,secundaria,3,propia,46,569.76
H003716,14039,Guadalajara,50,M,primaria,4,propia,62,580.14
H003717,14039,Guadalajara,56,F,primaria,2,propia,180,833.17
H003718,14039,Guadalajara,54,F,secundaria,1,propia,53,273.82
H003719,14039,Guadalajara,40,M,sin_estudios,4,propia,56,347.68
H003720,14039,Guadalajara,29,M,primaria,4,propia,58,255.47
H003721,14039,Guadalajara,50,F,sin_estudios,5,propia,202,540.02
H003722,14039,Guadalajara,52,F,media_superior,3,prestada,41,340.89
H003723,14039,Guadalajara,58,F,primaria,4,propia,44,208.25
H003724,14039,Guadalajara,34,F,sin_estudios,3,prestada,92,393.09
H003725,14039,Guadalajara,34,F,media_superior,1,propia,99,154.03
H003726,14039,Guadalajara,51,M,primaria,2,propia,64,392.56
H003727,14039,Guadalajara,44,F,media_superior,0,propia,83,401.26
H003728,14039,Guadalajara,22,M,primaria,0,rentada,111,310.95
H003729,14039,Guadalajara,50,F,media_superior,1,prestada,63,597.22
H003730,14039,Guadalajara,23,F,primaria,5,propia,192,168.19
H003731,14039,Guadalajara,34,F,primaria,1,propia,49,396.45
H003732,14039,Guadalajara,61,F,primaria,2,rentada,128,415.03
H003733,14039,Guadalajara,67,F,superior,3,propia,67,372.44
H003734,14039,Guadalajara,30,F,media_superior,2,propia,59,660.97
H003735,14039,Guadalajara,41,M,primaria,2,propia,45,284.33
H003736,14039,Guadalajara,46,F,primaria,2,propia,114,364.03
H003737,14039,Guadalajara,66,F,primaria,2,propia,41,398.75
H003738,14039,Guadalajara,39,M,primaria,4,propia,165,318.42
H003739,14039,Guadalajara,39,F,primaria,5,rentada,64,187.4
H003740,14039,Guadalajara,64,M,superior,3,prestada,122,751.21
H003741,14039,Guadalajara,41,M,sin_estudios,1,propia,112,267.0
H003742,14039,Guadalajara,54,M,superior,1,propia,26,269.29
H003743,14039,Guadalajara,27,F,sin_estudios,2,propia,84,138.43
H003744,14039,Guadalajara,43,M,media_superior,2,prestada,50,389.84
H003745,14039,Guadalajara,25,F,secundaria,4,rentada,95,410.9
H003746,14039,Guadalajara,32,F,sin_estudios,2,prestada,58,668.18
H003747,14039,Guadalajara,55,M,media_superior,6,propia,104,320.94
H003748,14039,Guadalajara,44,F,primaria,2,rentada,66,425.94
H003749,14039,Guadalajara,41,M,media_superior,2,prestada,226,596.25
H003750,14039,Guadalajara,36,F,media_superior,3,propia,160,707.72
H003751,14039,Guadalajara,42,F,superior,0,prestada,80,449.56
H003752,14039,Guadalajara,49,F,media_superior,1,propia,42,324.53
H003753,14039,Guadalajara,57,M,primaria,0,prestada,57,653.18
H003754,14039,Guadalajara,35,F,secundaria,0,propia,125,660.75
H003755,14039,Guadalajara,47,M,media_superior,1,propia,35,174.28
H003756,14039,Guadalajara,44,F,primaria,4,propia,80,444.8
H003757,14039,Guadalajara,50,M,secundaria,2,propia,33,590.24
H003758,14039,Guadalajara,48,F,primaria,5,propia,49,525.93
H003759,14039,Guadalajara,41,M,secundaria,2,propia,43,336.54
H003760,14039,Guadalajara,39,F,primaria,4,propia,80,306.32
H003761,14039,Guadalajara,42,F,sin_estudios,3,propia,88,706.5
H003762,14039,Guadalajara,59,M,superior,4,propia,54,424.42
H003763,14039,Guadalajara,36,F,media_superior,2,rentada,75,349.99
H003764,14039,Guadalajara,44,F,primaria,2,propia,137,356.74
H003765,14039,Guadalajara,47,M,primaria,1,propia,59,379.89
H003766,14039,Guadalajara,64,M,media_superior,1,propia,64,355.19
H003767,14039,Guadalajara,41,M,primaria,1,propia,92,638.31
H003768,14039,Guadalajara,57,M,secundaria,2,propia,37,462.85
H003769,14039,Guadalajara,60,M,media_superior,2,rentada,69,448.99
H003770,14039,Guadalajara,44,F,primaria,3,rentada,34,347.37
H003771,14039,Guadalajara,42,F,primaria,2,propia,48,493.1
H003772,14039,Guadalajara,41,M,sin_estudios,3,propia,54,253.24
H003773,14039,Guadalajara,42,M,primaria,3,propia,70,411.78
H003774,14039,Guadalajara,55,F,secundaria,0,rentada,82,182.94
H003775,14039,Guadalajara,48,F,primaria,2,rentada,239,339.92
H003776,14039,Guadalajara,48,F,superior,2,propia,33,300.71
H003777,14039,Guadalajara,31,M,media_superior,2,propia,128,375.15
H003778,14039,Guadalajara,33,F,primaria,1,prestada,39,315.28
H003779,14039,Guadalajara,71,M,secundaria,1,propia,44,479.61
H003780,14039,Guadalajara,43,M,primaria,2,propia,37,279.62
H003781,14039,Guadalajara,36,F,primaria,0,propia,65,561.89
H003782,14039,Guadalajara,62,F,secundaria,2,propia,49,765.12
H003783,14039,Guadalajara,48,F,primaria,5,prestada,30,233.51
H003784,14039,Guadalajara,52,F,primaria,2,propia,87,502.14
H003785,14039,Guadalajara,43,F,primaria,3,propia,136,336.72
H003786,14039,Guadalajara,41,F,primaria,3,prestada,95,578.35
H003787,14039,Guadalajara,43,M,secundaria,2,propia,68,233.22
H003788,14039,Guadalajara,28,F,superior,1,propia,57,653.98
H003789,14039,Guadalajara,44,F,secundaria,3,rentada,90,321.12
H003790,14039,Guadalajara,49,F,superior,1,prestada,41,343.99
H003791,14039,Guadalajara,67,M,secundaria,2,rentada,108,344.25
H003792,14039,Guadalajara,46,F,primaria,3,propia,24,229.76
H003793,14039,Guadalajara,44,F,media_superior,4,rentada,92,541.72
H003794,14039,Guadalajara,78,M,sin_estudios,2,propia,28,290.47
H003795,14039,Guadalajara,55,F,primaria,7,propia,35,475.09
H003796,14039,Guadalajara,35,F,superior,0,propia,29,338.25
H003797,14039,Guadalajara,52,F,secundaria,4,propia,91,345.57
H003798,14039,Guadalajara,36,M,superior,0,propia,34,596.74
H003799,14039,Guadalajara,29,M,primaria,3,propia,159,193.37
H003800,14039,Guadalajara,41,F,media_superior,4,propia,103,135.32
H003801,14039,Guadalajara,46,M,primaria,0,propia,72,276.77
H003802,14039,Guadalajara,23,M,primaria,3,rentada,184,363.36
H003803,14039,Guadalajara,31,M,superior,3,prestada,31,340.06
H003804,14039,Guadalajara,45,M,secundaria,3,propia,66,269.93
H003805,14039,Guadalajara,40,M,secundaria,0,prestada,41,806.88
H003806,14039,Guadalajara,50,F,superior,1,propia,113,668.31
H003807,14039,Guadalajara,30,F,media_superior,4,propia,145,114.53
H003808,14039,Guadalajara,54,M,sin_estudios,4,rentada,50,280.7
H003809,14039,Guadalajara,31,F,primaria,3,propia,33,452.03
H003810,14039,Guadalajara,65,F,superior,3,rentada,26,439.93
H003811,14039,Guadalajara,24,M,secundaria,1,rentada,41,264.03
H003812,14039,Guadalajara,32,M,secundaria,1,rentada,78,689.8
H003813,14039,Guadalajara,50,M,sin_estudios,3,rentada,116,251.88
H003814,14039,Guadalajara,65,M,sin_estudios,4,rentada,105,375.23
H003815,14040,Hostotipaquillo,49,F,superior,1,propia,47,367.06
H003816,14041,Huejúcar,52,M,secundaria,1,propia,132,423.89
H003817,14041,Huejúcar,45,M,media_superior,1,propia,42,293.29
H003818,14041,Huejúcar,33,F,primaria,3,propia,127,472.66
H003819,14041,Huejúcar,39,F,primaria,1,propia,43,260.73
H003820,14041,Huejúcar,30,M,secundaria,1,propia,35,441.48
H003821,14041,Huejúcar,30,F,media_superior,2,propia,31,293.41
H003822,14041,Huejúcar,50,F,primaria,2,propia,122,711.19
H003823,14041,Huejúcar,32,F,primaria,2,rentada,47,340.06
H003824,14041,Huejúcar,49,F,secundaria,4,propia,106,410.7
H003825,14041,Huejúcar,29,F,sin_estudios,4,propia,46,619.57
H003826,14041,Huejúcar,49,M,primaria,1,prestada,164,417.91
H003827,14041,Huejúcar,39,M,secundaria,2,propia,80,545.44
H003828,14041,Huejúcar,62,M,sin_estudios,0,propia,32,220.93
H003829,14041,Huejúcar,49,F,secundaria,3,prestada,71,487.24
H003830,14041,Huejúcar,60,F,sin_estudios,1,propia,205,347.27
H003831,14041,Huejúcar,36,F,media_superior,2,rentada,72,558.77
H003832,14041,Huejúcar,46,M,media_superior,1,propia,88,472.21
H003833,14041,Huejúcar,33,M,media_superior,0,prestada,84,481.13
H003834,14041,Huejúcar,40,F,secundaria,4,rentada,37,521.27
H003835,14041,Huejúcar,42,M,secundaria,0,rentada,79,603.52
H003836,14041,Huejúcar,36,F,primaria,3,propia,168,150.21
H003837,14041,Huejúcar,30,F,secundaria,1,propia,92,267.97
H003838,14041,Huejúcar,28,M,primaria,2,propia,82,376.98
H003839,14041,Huejúcar,32,F,media_superior,3,propia,117,223.98
H003840,14041,Huejúcar,53,M,sin_estudios,4,rentada,140,341.3
H003841,14041,Huejúcar,26,F,secundaria,5,rentada,94,415.5
H003842,14041,Huejúcar,29,M,secundaria,2,propia,73,774.33
H003843,14041,Huejúcar,66,F,secundaria,4,prestada,39,526.5
H003844,14041,Huejúcar,37,F,primaria,2,propia,53,526.02
H003845,14041,Huejúcar,49,F,secundaria,3,propia,122,389.39
